Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status,rainfall,label,Soil_Type,Crop1,Crop2,Crop3
54:53.4,1.0,33.15648147,19.02963705,22.22552692,44.46872632,339.8834703,5.7889043,49.30164714,21.98600516,28.99541767,30.72807954,1.54817442,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,30.79192054,25.18298598,17.59153183,63.92669146,524.9309827,5.983217688,13.60675318,10.92224741,26.29824838,24.92338139,0.696671298,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,13.9091687,21.95147498,19.24578447,42.4098101,508.2548632,6.242033717,48.314877,35.84873975,16.62327439,32.25894963,1.979704908,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,19.06898516,18.89191428,19.23407408,59.99003418,867.1298682,5.919435843,46.39394431,14.80422195,15.70758225,32.87729772,1.348596587,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,39.83876414,21.65353181,17.26562977,69.6872626,607.1387549,6.77622619,35.38871724,25.13496243,49.06148714,20.03956875,0.090813357,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,37.70253751,18.28127088,24.99592885,53.7859033,227.5729366,6.159844269,29.42413419,42.17685464,38.73133015,49.84033984,0.780232309,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,18.13859513,22.06444669,15.79976628,51.53682011,302.876879,6.98295139,11.39136268,24.44849486,29.85192383,37.28947774,0.917520111,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,31.28343148,22.24091207,17.14011202,50.49709371,297.6229175,6.889754289,45.38938799,21.92689524,31.02917684,22.14894165,0.872726908,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,28.41588626,27.42301475,22.4736906,66.14889901,577.371603,6.754105521,39.24288859,11.23995349,18.76113774,41.73820717,0.083466105,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,15.72923671,29.58560023,17.30906341,66.98353089,222.8253017,7.307640824,15.04058479,39.76807705,31.27006441,38.61934351,0.905473484,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,28.08880202,21.5326582,16.23660207,43.60973784,560.0587425,7.378693845,13.35930074,45.15352572,49.47810752,21.96533049,1.563996156,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,29.55269085,24.78499674,20.44359866,50.62575539,735.8495565,5.788171347,14.83536867,31.76172331,34.95129017,47.97653874,0.896671805,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,13.11338285,22.86232524,21.82806809,67.05026738,576.3646455,6.457467303,46.57091887,20.47674442,43.31714065,38.77977458,1.105516748,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,19.30080764,18.08769869,18.61669586,44.80825006,547.1358616,5.945849245,33.87747121,21.34097936,32.21413961,36.12002893,1.903475182,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,32.38367281,29.9908861,20.69802999,68.13763608,711.3437998,7.301299207,38.24624998,13.28724202,23.52999187,32.07930642,0.478127445,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,18.25168678,20.1474183,16.2677636,56.04820926,441.9643934,7.008549142,25.14919259,21.41868795,27.72461616,26.46682444,1.57775289,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,26.53859154,24.98914908,15.21253357,68.02007962,557.6035256,7.256552995,40.8592303,31.28135435,15.20304583,20.9848372,0.779218332,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,31.56279707,23.87187867,23.8435756,54.47405198,305.3381125,7.39981536,40.19293782,26.96035801,11.87137012,40.66913608,1.717480484,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,29.13152395,29.97418749,15.12667509,53.38227753,599.1035872,6.636631744,16.18963649,48.5234476,44.60789226,28.48070664,0.297071658,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,25.34079179,28.8294703,19.0307888,61.67313078,333.8325496,6.796602834,35.0402185,18.33513409,13.8923678,27.3729876,0.790187959,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,39.09417602,28.10853379,17.67872522,47.97210145,327.490014,7.095556368,14.69130037,46.62276502,12.70165821,30.82484419,1.208361763,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,13.90701153,18.91604672,22.58693819,44.43625971,547.9559147,7.337534323,33.65886082,24.22065348,23.04048069,32.95194639,0.488466092,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,24.21651048,22.55603535,18.52653487,67.35308641,443.6550923,6.759092648,30.95662655,43.43994079,26.80310053,22.41177278,0.808322538,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,26.44054757,19.47115783,19.13756016,69.49187236,361.5600383,6.888632617,32.59352905,29.02034986,23.00039913,30.46959131,0.760013089,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,10.95261554,26.73184134,20.91870642,41.14323195,509.3614667,6.052012178,16.79587639,16.06801156,43.50919083,30.07813924,0.733485922,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,10.41624795,23.64197005,21.2969632,52.43883005,584.9485653,5.652429386,35.07267552,16.63740345,32.20993439,48.59186402,0.300229689,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,22.27273443,20.38140881,23.18956743,68.75122088,251.4749214,6.95108817,20.59928648,42.39350179,11.16681978,48.24991257,1.599226878,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,11.42412054,20.77588173,22.22678885,51.03741172,997.7164405,5.871337507,24.67787894,12.76570319,25.39555065,35.60481096,0.584883492,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,19.50777936,25.47068862,22.83113296,60.21570424,841.8691016,5.534522752,46.75954281,24.27404839,22.96222396,21.98725987,1.428208806,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,21.27893436,28.44128785,23.60403404,42.26880351,827.2890608,6.489707123,30.38797075,42.39916334,26.85373477,43.41699512,1.579866587,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,25.17547484,27.28844499,15.25064291,47.18723871,466.4701541,6.636397178,47.53710111,28.17896497,44.10112809,44.16093781,0.027312135,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,26.57864293,18.70349914,23.07217562,58.64233608,446.7431823,6.337736328,30.00625913,35.09936398,26.53183185,41.92522361,0.823095125,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,22.72210718,22.67828323,19.28766887,51.70811446,711.5483344,6.944946063,49.84150705,29.59782481,33.61988699,21.02813932,1.950406851,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,28.09690271,18.30377106,19.90183272,46.59754921,757.1550849,6.176881066,12.36941903,12.55027756,25.52858296,44.87465477,1.243449047,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,32.23443043,28.33192938,22.96159206,63.86715315,540.1039676,6.506164583,22.45649407,44.50710706,48.08255605,24.19874893,1.718530344,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,13.74413384,29.12807686,20.97163406,59.18249327,811.9545888,5.863439445,13.39944978,39.42323185,23.12575863,47.98119977,1.39567582,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,21.9957937,19.08211589,24.43112725,57.71403655,970.4693455,6.861468411,10.97161572,27.38372015,39.23158589,37.854943,0.330715878,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,29.87090334,22.16036853,21.72839897,66.88471579,430.3451671,7.157664173,31.31214965,35.73888605,40.89533706,43.91350757,1.607881714,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,11.57446394,21.61816122,23.51433428,62.76925953,361.8754608,6.064656273,16.95563325,36.77166196,29.64594868,44.57654323,0.338041397,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,11.45315204,21.27421645,19.09373245,62.25665716,383.2490969,5.541294634,16.81942071,23.29464026,13.00114424,32.71493748,1.879360376,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,10.0007236,27.31361459,17.84818491,53.17610378,971.3119326,6.807255798,12.2368359,11.49674662,37.09190724,32.39760541,0.229043477,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,15.22887049,23.93097622,21.24331814,69.89315157,392.7872465,6.729856826,15.06001089,31.71606883,34.7384494,25.53142535,0.971971371,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,15.06349825,26.01136313,24.2196758,43.27074149,342.6251707,6.761367372,33.38714913,16.70647365,45.4167364,47.9452527,0.410812428,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,15.945651,21.19975665,15.5196344,53.93526057,282.4178953,6.760985042,30.36407697,34.70555917,33.22740029,25.2893439,0.185642742,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,26.258954,21.61476078,20.70081736,48.64184152,901.866407,6.231486379,16.01119938,27.94609856,13.4348862,46.50890427,0.228396671,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,20.58539448,26.87388868,20.80339957,55.94891459,458.4411259,6.696151093,32.24685339,42.27101162,15.23458108,49.73503216,0.22738332,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,29.16997396,20.25227897,22.15138312,40.09369758,279.8975356,7.245010297,37.07632497,13.13651355,26.58349142,25.96279492,0.969762055,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,11.91581654,27.72472553,20.54937552,44.30531437,506.0008134,7.064771429,31.26066259,41.16174084,11.33506199,37.45094136,1.032500267,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,23.38749716,23.3897951,15.94261866,55.84280527,852.9270947,5.717506188,17.54752497,47.12128342,31.23584891,44.11014346,1.532946654,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,31.93962127,22.60001979,24.47977836,56.63488116,867.6977976,5.560558815,45.22237536,47.939109,34.64270895,34.40347977,0.800549454,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,25.8445813,26.51913262,15.49818192,58.78332659,970.1411583,7.374236143,17.03794843,21.83272819,27.53342859,27.47151213,0.643528838,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,37.62363972,21.20360527,21.3562784,68.03210261,895.6625733,6.806609085,38.75135341,32.70013081,10.88160846,28.65687229,1.227510445,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,25.41647613,24.64025957,17.96728512,62.5013657,906.4491301,6.694527257,13.56814543,26.82687818,20.12522358,45.18221327,0.4693032,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,19.46787354,23.03571528,19.08101083,45.73821491,416.6848651,6.792378691,39.16423174,36.49838017,45.20473006,30.49876701,0.502777135,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,28.14836341,18.38692006,22.07259421,60.15885389,945.0412126,7.40388126,18.73856015,32.34442941,10.40809708,39.65797067,0.394108823,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,25.49125831,22.42108861,24.75083665,48.73487712,680.7102068,6.722801772,28.88086227,20.14712658,31.10027386,40.17413771,1.023220728,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,24.47774116,29.40646779,19.87629081,56.88610462,299.2265972,6.879022398,15.57382822,19.95117091,28.23921014,28.44397753,1.378628374,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,17.85050539,23.44026525,17.84569586,44.46663663,847.3236755,6.412167911,22.9326092,23.37431791,36.25135382,34.69991722,0.626207682,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,16.85922419,23.55911495,15.69606034,58.89479283,586.9538184,6.62640488,33.23527495,16.13450071,25.01870794,34.98861554,1.879117972,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,24.21131944,23.0046556,21.55997176,51.23957446,547.297263,6.011977321,31.09582354,16.45162026,15.29072762,30.12420108,0.57276915,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,25.23251478,24.29818961,20.67873296,68.00969849,723.1558426,7.271832903,31.42919822,30.93706996,29.55670944,33.26302453,1.686306504,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,37.9690078,22.59970515,24.08833546,66.91818413,809.9115844,7.449511416,46.28480055,32.07079183,17.90595747,27.93652003,0.912065485,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,12.4201986,27.46916932,23.10701077,56.78641127,724.4372823,6.954327513,32.79652987,44.31096452,37.40868552,31.67308276,0.707990459,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,36.15849437,18.16621963,17.26375674,62.52635105,315.0597708,6.760987232,49.23715327,20.68382838,43.80769799,41.88390585,0.652711581,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,26.92069106,24.41733408,22.34683878,41.60742909,981.5521678,5.539839995,23.42780131,23.86160667,16.76951265,24.00610094,1.971450834,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,12.82680937,20.60847279,17.05197571,54.61996407,995.5302942,6.958744664,46.15639741,21.84346523,23.86373649,45.80623061,0.288645246,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,20.46533515,18.01133123,24.54649566,60.33024414,448.0336376,7.397853506,19.70878278,10.57628361,34.29125449,20.37726028,0.167213883,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,24.78698404,18.39482487,24.16681861,44.88578569,595.6037306,5.671337984,35.28965177,29.2901667,36.59605419,23.11806495,0.765420619,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,24.77272014,23.86430891,18.79425665,50.77816833,411.9204679,6.615718527,23.72349898,37.07114325,24.15747966,42.88139911,0.541101733,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,28.59091087,25.7560484,15.99834265,48.07251959,425.3268054,7.049627055,49.87145367,46.0176966,21.65300257,25.09686636,0.406210545,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,35.87636195,24.59828515,21.53559993,49.20819895,824.3305818,7.284763449,12.08580478,47.65863712,22.91592149,26.96320494,0.97980559,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,23.14255674,26.75780998,16.45997708,54.49754567,808.9151684,6.109999976,21.89254063,43.58233551,33.63596448,28.01367086,0.608248143,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,16.20029365,27.03875634,15.97142651,68.87798944,204.5531533,7.187109709,17.95628919,34.01862489,18.6508457,31.17413172,0.161749033,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,13.53900188,29.90367693,17.24840285,44.06059018,928.9300369,5.62636013,17.72867638,11.60207567,19.58886091,22.33998579,1.537487907,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,28.61562863,24.96006348,21.64698555,69.38492029,469.5720348,6.330372103,38.06329497,23.21976768,42.62373575,38.02958344,1.782605607,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,14.19096927,25.14333416,19.50145881,63.07821526,495.0746902,6.422586036,14.31329229,39.38427595,36.47423011,41.2833143,1.211759452,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,27.28203801,18.59673617,16.20694719,66.02305035,661.4678288,5.591652162,16.71643188,29.72079892,21.24464729,27.45182753,0.420440021,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,20.18083025,25.32793142,21.24956077,62.05504792,899.239915,7.028987264,42.32897892,40.11744897,16.06306013,27.17486407,1.741035053,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,22.83157809,28.02250955,15.96136968,53.67907776,852.7283118,5.624338215,39.98056741,30.59403393,31.17880388,31.39372444,1.613233352,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,32.32329492,28.48846072,21.64611628,58.40614571,470.077208,6.774357563,11.40860394,25.65687444,40.85081701,32.64867764,0.319964208,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,26.34458061,28.62866985,19.04870463,44.65917807,506.9727576,5.674015166,25.702492,33.47543851,24.60264966,29.14931266,0.074238313,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,14.53597632,22.6595498,17.93791819,41.1270298,364.6786513,6.206009643,49.14630984,44.08318582,10.29107724,26.77607633,1.12387623,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,33.52840427,26.33641389,23.14285843,69.6423187,884.7756207,6.595337957,48.71384501,11.66305798,27.47896416,48.23938332,0.595211011,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,33.61743211,18.01865352,24.32540592,54.31142348,652.1892739,5.89690497,45.76606607,26.79091079,24.26668993,40.13114733,0.996201192,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,32.97158514,26.8014671,16.8764178,41.39064199,587.1237416,6.226195101,21.98295114,49.66739384,23.27189815,48.39013504,1.193363419,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,27.23147046,25.75172911,18.50051016,61.83673635,482.4092359,6.971543106,29.59507239,16.29352889,43.32246974,23.49537001,0.825594897,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,31.95626438,27.56452776,20.29793751,43.82266525,607.3966561,6.024694009,37.11052801,19.74615447,34.63120034,35.5909916,0.727663706,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,27.955369,20.6597235,17.44940714,59.75540995,596.3008783,6.115673888,43.38659861,45.38445301,35.42674949,22.50004879,1.938232234,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,33.46139227,27.93026233,20.79523038,53.54555687,468.3064516,6.277001838,28.36503436,22.55891603,14.16109267,21.91296245,0.027007627,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,1.0,38.65782583,23.44922062,20.05530139,61.80843965,683.0815494,7.397756555,22.01825002,45.8355141,38.3773426,34.32416732,0.966873603,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,19.15633751,22.8102902,20.03330188,61.27513383,268.7317285,7.221458723,40.07207326,12.0221263,11.06940467,25.06768678,1.782387281,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,24.6780816,19.15554368,17.51487764,63.82841856,760.4320297,6.604061996,35.32379763,24.2874526,37.97897557,28.42407163,0.76225969,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,1.0,36.65755798,22.80220928,20.14776775,42.96090858,872.3226132,7.497374387,31.0524699,30.66318086,33.08383762,35.08151526,0.139127108,Healthy,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,2.0,34.995244,20.22453166,19.52200509,66.29055397,846.8187569,7.031587396,12.4739729,14.9628854,44.97355532,49.78844657,0.963112365,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,2.0,16.57835341,28.67772738,24.78056278,51.41291069,980.2819766,7.151069908,47.65684091,19.91290141,33.85533694,31.77157871,1.968910541,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,2.0,14.2263922,28.75780434,19.89086847,66.767772,276.2599662,6.630215746,22.05759086,44.95369642,26.37400536,22.49546929,0.378886578,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,2.0,21.95344844,23.18712119,20.93935038,52.96839779,970.1378794,6.587768856,22.99984857,23.43683269,43.38327157,47.47284988,1.138482362,Moderate Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,2.0,31.81499834,27.80766607,22.23979413,43.78079418,997.4827185,5.969100894,12.60963628,16.66422383,21.41487873,49.73623816,0.593762594,High Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,2.0,34.5849521,22.53314745,15.82641343,60.51746762,953.5980962,5.928590271,39.73119635,38.96784896,48.1839776,34.08261789,0.677511892,Healthy,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,2.0,17.23145645,22.05070823,18.68846482,59.31462861,832.4820262,6.931902987,47.37077859,46.20782421,30.99230824,22.29470041,0.14213515,High Stress,,,Neutral,Wheat,Barley,Sugarcane
54:53.4,2.0,26.21027902,29.85201783,21.61736959,44.44649668,257.7165128,6.445125209,42.04873882,42.02369608,30.89172262,40.87442037,1.446985037,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
54:53.4,2.0,26.15614307,27.1877501,16.99818556,50.51352734,502.8754094,5.635658952,26.12529665,23.43560089,37.04067313,38.23149834,1.491007996,Moderate Stress,,,Slightly Acidic,Rice,Maize,Groundnut
